자치구,행정동,성별,연령대,총인구수,1인가구수,데이터 사용량,평일 총 이동 횟수 미추정 인구수,평일 총 이동 횟수,휴일 이동 미추정 인구수,휴일 총 이동 횟수 평균,평일 총 이동 거리 미추정 인구수,평일 총 이동 거리 합계,휴일 총 이동 거리 미추정 인구수,휴일 총 이동 거리 합계,지하철 이용 미추정 인구수,지하철이동일수 합계,게임 서비스 사용 미추정 인구수,게임 서비스 사용일수,금융 서비스 사용 미추정 인구수,금융 서비스 사용일수,쇼핑 서비스 사용 미추정 인구수,쇼핑 서비스 사용일수,동영상/방송 서비스 사용 미추정 인구수,동영상/방송 서비스 사용일수,유튜브 사용 미추정 인구수,유튜브 사용일수,넷플릭스 사용 미추정 인구수,넷플릭스 사용일수,배달 서비스 사용 미추정 인구수,배달 서비스 사용일수,배달_브랜드 서비스 사용 미추정 인구수,배달_브랜드 서비스 사용일수,배달_식재료 서비스 사용 미추정 인구수,배달_식재료 서비스 사용일수
광진구,중곡2동,1,20,1752,432,33.3,129,50.5,212,22.3,163,1309.5,227,668.1,183,28.4,11,147.0,55,184.9,51,192.10000000000002,94,63.7,3,0.6,358,-0.2,314,30.1,1577,5.7,1720,3.4
광진구,중곡2동,1,30,2004,578,29.9,183,63.7,235,23.6,189,1696.8,241,787.9000000000001,230,34.0,71,132.4,212,250.4,163,256.8,255,66.5,47,0.30000000000000004,633,-0.30000000000000004,492,29.5,1713,9.100000000000001,1962,3.4
광진구,중곡2동,1,40,1668,266,18.4,149,63.599999999999994,203,22.2,146,1801.1,225,737.5,191,32.8,115,129.2,247,203.2,187,251.7,299,53.7,84,0.0,874,-0.7,867,23.0,1504,7.7,1648,3.4
광진구,중곡2동,1,50,2298,322,11.5,236,90.9,295,33.3,265,2491.6,341,1100.8,316,44.1,97,135.6,414,165.29999999999998,405,190.7,595,55.1,70,-0.2,1810,-1.7,1959,19.7,2248,12.799999999999999,2294,1.7
광진구,중곡2동,1,60,1078,229,4.3,182,60.3,304,26.0,230,1528.9,357,746.8,272,32.4,121,97.6,498,81.7,488,93.3,514,36.0,105,-0.8,1030,-2.0,1051,33.0,1076,5.0,1075,3.4
광진구,중곡2동,2,20,1817,507,23.2,114,52.900000000000006,154,21.9,139,1169.5,201,705.9,149,29.5,41,86.19999999999999,80,175.39999999999998,58,250.4,128,51.599999999999994,20,0.30000000000000004,331,-0.1,238,31.200000000000003,1717,6.0,1729,3.4
광진구,중곡2동,2,30,2007,554,18.1,147,52.8,202,21.299999999999997,196,1071.0,254,703.8,168,29.0,66,84.9,99,206.1,76,304.2,181,52.2,24,0.1,626,-0.30000000000000004,317,29.0,1821,6.800000000000001,1908,3.4
광진구,중곡2동,2,40,1820,285,9.2,172,48.8,237,18.4,261,924.1,314,569.7,242,26.0,82,86.30000000000001,148,162.8,109,268.9,286,39.7,47,-0.2,978,-0.7,785,21.4,1660,6.3,1776,3.4
광진구,중곡2동,2,50,2540,377,6.9,309,71.0,368,27.1,426,1251.6,543,830.9,434,34.8,65,114.0,318,151.0,292,215.5,737,41.6,39,-0.30000000000000004,2001,-1.7,2094,23.6,2496,10.399999999999999,2505,5.1
광진구,중곡2동,2,60,1286,340,2.6,324,42.8,499,18.1,428,839.5999999999999,574,522.0,502,23.7,177,91.4,681,57.1,641,80.4,803,28.0,157,-1.1,1224,-2.0,1249,28.799999999999997,1282,2.2,1280,3.4
광진구,중곡3동,1,20,1379,309,31.400000000000002,136,51.7,192,22.8,157,1213.1,246,644.4000000000001,177,27.700000000000003,63,140.2,83,186.60000000000002,79,187.2,125,61.400000000000006,50,0.4,364,-0.4,294,29.8,1240,6.8,1359,1.7
광진구,중곡3동,1,30,1593,468,29.799999999999997,183,64.0,207,23.7,204,1669.8,231,769.3,190,33.2,48,135.5,142,243.7,102,274.1,152,67.4,28,0.30000000000000004,446,-0.30000000000000004,368,33.4,1390,7.3999999999999995,1559,3.4
광진구,중곡3동,1,40,1413,339,16.2,148,64.0,202,23.5,176,1822.3,238,732.3,168,31.900000000000002,54,121.80000000000001,196,202.7,184,241.2,283,49.900000000000006,38,0.0,770,-0.7,785,24.1,1309,8.600000000000001,1403,3.4
광진구,중곡3동,1,50,1973,434,13.5,209,92.1,296,36.4,256,2455.1,377,1143.8,290,44.8,104,141.2,411,167.5,357,198.1,492,55.6,99,-0.30000000000000004,1627,-1.7,1687,24.4,1929,8.7,1960,5.1
광진구,중곡3동,1,60,913,245,4.3,159,55.5,248,23.8,212,1375.0,282,639.9000000000001,233,29.3,115,101.4,428,80.1,400,86.0,433,31.8,94,-0.8999999999999999,874,-2.0,890,20.8,911,3.3,913,0.0
광진구,중곡3동,2,20,1303,323,23.7,58,54.1,68,23.2,74,1146.3,101,642.9,53,28.700000000000003,37,89.2,44,168.10000000000002,37,235.6,66,52.099999999999994,21,0.2,231,-0.1,205,31.8,1222,5.3,1249,3.4
광진구,중곡3동,2,30,1366,376,18.8,78,52.3,117,20.299999999999997,130,1097.0,176,639.0,112,28.3,31,90.3,70,207.10000000000002,44,309.0,120,54.8,17,0.1,426,-0.4,282,30.599999999999998,1231,7.1,1308,3.4
광진구,중곡3동,2,40,1488,350,9.8,126,47.599999999999994,207,17.5,203,860.2,242,515.7,164,23.6,47,89.5,142,159.5,105,257.2,242,39.8,40,-0.2,788,-0.7,643,20.5,1370,5.6,1473,3.4
광진구,중곡3동,2,50,2124,463,6.9,272,74.7,319,29.0,387,1194.2,471,860.9,372,34.8,77,119.9,313,147.8,267,209.7,659,43.5,67,-0.5,1664,-1.7,1783,25.4,2098,4.8,2099,3.4
광진구,중곡3동,2,60,1120,345,3.5,280,45.2,453,20.1,392,874.3,480,477.29999999999995,403,24.0,159,92.3,599,68.6,599,107.2,686,29.1,151,-1.2,1062,-2.0,1087,25.7,1118,3.3,1120,0.0
광진구,중곡4동,1,20,2252,266,30.4,214,52.2,328,23.0,273,1307.9,405,693.0,303,28.2,45,131.3,149,183.39999999999998,146,181.6,212,58.5,32,0.4,657,-0.4,539,27.6,2061,6.0,2208,3.4
광진구,중곡4동,1,30,2538,435,26.7,213,66.8,295,25.4,217,1742.4,345,838.5999999999999,238,34.1,125,135.8,274,249.1,216,264.6,263,62.7,80,0.30000000000000004,853,-0.4,654,30.3,2167,8.6,2493,3.4
광진구,중곡4동,1,40,2523,350,18.1,256,68.1,394,24.2,303,1919.1999999999998,394,785.0999999999999,331,34.0,128,127.1,330,207.0,280,249.29999999999998,445,54.6,103,0.1,1286,-0.7,1354,22.0,2286,8.899999999999999,2499,3.4
광진구,중곡4동,1,50,3368,464,12.7,256,90.7,398,35.2,342,2573.3,488,1158.7,381,44.2,145,139.9,532,171.1,505,193.5,829,54.7,115,-0.1,2672,-1.7,2927,22.8,3310,12.7,3352,5.1
광진구,중곡4동,1,60,1675,350,4.8,260,60.5,449,25.6,370,1710.7,522,786.8,411,32.2,157,101.5,659,77.4,713,99.7,757,37.2,148,-0.8,1607,-1.9,1637,25.799999999999997,1670,10.0,1670,3.4
광진구,중곡4동,2,20,2135,273,21.799999999999997,126,50.9,202,22.5,211,1093.7,254,621.1,182,27.700000000000003,52,82.5,82,161.1,65,225.7,168,49.5,27,0.2,448,-0.2,348,28.200000000000003,1989,7.5,2059,3.4
광진구,중곡4동,2,30,2470,404,20.1,154,53.8,228,20.7,238,1048.6,305,655.9000000000001,186,28.4,72,90.9,118,205.39999999999998,81,305.8,205,57.5,26,0.1,749,-0.30000000000000004,464,29.299999999999997,2198,6.8,2352,3.4
광진구,중곡4동,2,40,2695,368,10.0,252,49.0,317,18.7,404,952.7,421,587.7,337,23.9,89,83.0,225,165.9,155,264.5,424,42.0,66,-0.1,1452,-0.8,1204,20.299999999999997,2463,7.5,2641,3.4
광진구,중곡4동,2,50,3672,509,6.7,384,72.3,533,27.9,562,1265.9,731,818.4,626,34.0,91,114.69999999999999,461,152.8,452,212.1,1008,40.7,70,-0.30000000000000004,2871,-1.7,3004,22.2,3593,12.2,3628,5.1
광진구,중곡4동,2,60,2043,534,3.0,440,43.4,776,19.3,659,986.5,869,593.7,738,23.299999999999997,278,93.0,1073,69.6,1015,101.1,1195,28.5,230,-1.1,1928,-1.9,1969,27.2,2040,3.3,2039,1.7
광진구,화양동,1,20,5588,4183,33.6,358,43.4,521,20.9,385,1196.9,520,794.1,476,24.6,65,133.5,182,192.1,181,193.89999999999998,245,59.1,38,0.6,886,-0.1,582,31.599999999999998,4801,6.8,5485,3.4
광진구,화양동,1,30,2667,1849,29.0,274,55.4,360,22.4,284,1410.6,381,831.5999999999999,278,31.6,114,125.0,274,241.39999999999998,192,249.5,294,63.7,74,0.30000000000000004,766,-0.4,533,34.3,2262,7.1,2602,3.4
광진구,화양동,1,40,1439,545,18.0,172,56.8,255,22.8,204,1615.8000000000002,289,797.3,190,30.9,77,117.5,231,209.0,168,235.6,250,54.5,57,0.0,699,-0.7,694,25.4,1307,9.3,1420,3.4
광진구,화양동,1,50,1756,421,14.4,230,89.1,291,34.3,267,2493.8,331,1143.6,240,45.7,86,139.3,291,199.0,254,208.0,420,59.9,69,-0.2,1269,-1.5,1421,27.4,1724,10.2,1749,5.1
광진구,화양동,1,60,895,235,4.800000000000001,138,55.6,221,25.6,196,1442.3,255,752.9,197,32.9,108,101.7,392,79.5,377,91.6,402,35.0,91,-0.7000000000000001,841,-1.7999999999999998,868,25.799999999999997,889,6.7,891,3.4
광진구,화양동,2,20,6562,5086,24.1,233,46.5,346,21.6,260,1212.3,336,843.9000000000001,277,27.4,46,79.1,89,158.9,75,231.3,234,48.2,13,0.4,786,0.0,383,31.5,6151,5.699999999999999,6285,3.4
광진구,화양동,2,30,2394,1620,20.6,175,51.7,250,20.6,226,1043.4,264,760.0,189,30.1,70,90.30000000000001,125,206.89999999999998,100,307.0,174,57.7,40,0.1,656,-0.30000000000000004,365,32.3,2194,7.4,2285,3.4
광진구,화양동,2,40,1173,425,12.1,121,49.6,156,18.9,169,1055.9,198,639.5999999999999,119,26.799999999999997,50,83.6,98,174.1,84,280.7,173,45.3,24,-0.1,561,-0.7,478,22.4,1074,7.4,1149,3.4
광진구,화양동,2,50,1823,426,8.5,251,62.3,349,27.0,320,1249.3,407,818.9000000000001,295,34.9,103,110.6,304,136.9,262,212.6,563,43.0,74,-0.5,1355,-1.6,1466,21.7,1798,10.2,1809,5.1
광진구,화양동,2,60,1179,361,3.2,267,41.2,426,19.0,373,791.4,487,519.0,350,23.7,126,94.9,598,71.1,537,86.5,655,27.3,121,-1.0,1102,-1.7999999999999998,1139,33.8,1175,10.0,1175,3.4
구로구,가리봉동,1,20,1102,532,30.9,108,42.099999999999994,118,19.8,164,1201.1999999999998,137,763.6,105,24.5,20,138.5,57,208.2,69,212.8,89,60.7,20,0.5,276,-0.30000000000000004,176,31.700000000000003,914,6.6,1077,3.4
구로구,가리봉동,1,30,1551,713,25.0,175,48.7,209,20.2,213,1458.9,250,816.4000000000001,170,27.4,71,137.10000000000002,142,244.5,134,254.5,182,63.9,32,0.30000000000000004,532,-0.5,371,31.2,1286,7.9,1542,1.7
구로구,가리봉동,1,40,2359,662,18.4,380,55.2,468,19.2,453,1669.8000000000002,521,690.5,404,30.4,219,121.30000000000001,427,182.5,293,208.0,509,55.7,157,0.0,1362,-0.8,1455,19.6,2236,6.0,2336,3.4
구로구,가리봉동,1,50,4015,1183,14.2,626,74.0,907,30.1,822,2325.6,1056,1042.5,745,42.3,246,133.5,1040,147.8,878,166.8,1085,58.6,243,-0.30000000000000004,3413,-1.7,3543,17.5,3966,3.6,3989,1.7
구로구,가리봉동,1,60,1033,419,5.4,292,50.0,391,22.7,369,1342.6999999999998,420,625.8,359,31.6,140,100.1,497,75.3,497,94.3,539,41.0,116,-1.0,986,-2.0999999999999996,1003,32.8,1026,3.4,1031,0.0
구로구,가리봉동,2,20,874,436,23.6,63,43.9,70,20.700000000000003,88,1142.7,80,765.5999999999999,62,26.799999999999997,15,88.5,20,165.2,13,231.0,66,49.9,6,0.4,193,-0.30000000000000004,101,29.2,812,7.9,826,3.4
구로구,가리봉동,2,30,991,437,17.5,117,43.5,151,18.700000000000003,186,967.5,190,679.2,135,26.3,65,90.0,122,202.9,106,296.9,136,54.099999999999994,50,-0.1,340,-0.5,269,30.0,874,6.800000000000001,961,3.4
구로구,가리봉동,2,40,1587,469,8.5,231,43.3,328,15.899999999999999,430,883.7,515,491.70000000000005,300,25.200000000000003,86,83.1,281,124.89999999999999,180,192.5,378,43.5,52,-0.30000000000000004,1078,-0.9,973,19.0,1532,12.4,1571,1.7
구로구,가리봉동,2,50,3194,866,8.4,556,62.8,881,25.0,851,1237.3,1132,720.5,623,35.2,210,108.9,768,138.9,660,195.6,1215,45.8,185,-0.6000000000000001,2785,-1.7999999999999998,2728,25.5,3125,17.3,3167,5.1
구로구,가리봉동,2,60,1295,592,2.6,429,33.5,632,16.8,616,674.9,739,510.0,584,23.3,257,97.19999999999999,753,61.5,739,81.5,856,27.599999999999998,229,-1.3,1245,-2.0999999999999996,1281,11.3,1295,0.0,1292,1.7
구로구,개봉1동,1,20,2235,161,31.8,201,49.8,283,21.5,247,1230.6,370,643.8,217,29.3,59,138.2,149,177.2,126,192.0,209,61.8,31,0.4,599,-0.30000000000000004,551,27.2,2005,6.800000000000001,2205,3.4
구로구,개봉1동,1,30,2751,317,24.6,287,64.1,394,24.1,304,1758.8000000000002,409,808.4000000000001,292,35.5,151,125.5,349,240.2,278,260.8,355,62.5,65,0.30000000000000004,951,-0.4,802,26.1,2370,8.1,2719,3.4
구로구,개봉1동,1,40,2823,339,16.2,272,67.5,403,22.6,311,2023.7,453,759.0,299,35.6,185,123.9,440,208.89999999999998,360,247.3,554,51.2,118,0.0,1424,-0.7,1570,20.1,2538,7.699999999999999,2803,3.4
구로구,개봉1동,1,50,4061,443,10.9,381,97.2,570,35.8,443,2851.4,639,1232.0,422,51.400000000000006,197,131.4,804,180.5,665,191.3,1064,53.6,163,-0.30000000000000004,3245,-1.7,3557,22.0,3966,10.7,4050,3.4
구로구,개봉1동,1,60,2339,467,3.6,440,58.2,710,24.1,576,1501.9,812,692.5,560,33.7,287,98.2,1106,76.1,1062,90.6,1207,33.2,262,-1.0,2223,-1.9,2294,25.5,2330,14.5,2331,5.1
구로구,개봉1동,2,20,2160,170,19.299999999999997,128,51.3,185,22.9,153,1194.1,226,674.7,145,30.8,39,80.19999999999999,100,150.3,66,220.0,159,47.7,27,0.2,493,-0.2,422,25.6,2008,6.6,2086,3.4
구로구,개봉1동,2,30,2557,246,14.3,219,49.5,263,20.9,275,1089.0,313,672.1,209,29.4,100,75.69999999999999,187,191.5,143,295.79999999999995,246,49.5,51,0.1,895,-0.5,588,24.0,2264,6.7,2456,3.4
구로구,개봉1동,2,40,2681,320,8.7,241,47.7,349,18.799999999999997,351,983.4,437,597.2,273,27.2,88,80.80000000000001,244,157.1,175,259.8,412,39.5,60,-0.2,1468,-0.8,1232,18.5,2494,7.4,2624,3.4
구로구,개봉1동,2,50,4285,509,5.0,437,68.69999999999999,675,27.6,658,1306.9,843,832.0,532,38.8,162,105.0,704,142.1,588,206.6,1421,36.9,114,-0.6000000000000001,3452,-1.7,3621,18.2,4220,10.4,4249,5.1
구로구,개봉1동,2,60,2571,673,2.4,654,40.3,1070,18.1,878,795.5,1197,481.70000000000005,817,23.700000000000003,397,89.30000000000001,1430,67.3,1337,90.6,1612,29.1,359,-1.2,2448,-1.9,2504,28.8,2563,13.3,2557,5.1
구로구,개봉2동,1,20,2104,79,31.4,130,49.5,249,22.0,161,1254.1,282,636.5,137,29.4,32,138.9,96,183.2,103,189.5,164,63.2,10,0.5,578,-0.30000000000000004,501,25.0,1760,7.2,2072,3.4
구로구,개봉2동,1,30,3253,205,27.6,253,65.8,358,24.1,250,1818.7,351,804.2,236,36.8,96,137.4,281,267.7,233,289.1,309,68.1,69,0.4,1058,-0.4,790,28.6,2597,8.7,3180,3.4
구로구,개봉2동,1,40,2534,165,18.1,201,68.9,307,22.5,223,1990.9,316,755.8,204,36.9,115,134.0,266,223.9,225,262.8,360,53.8,70,0.1,1272,-0.7,1270,19.6,2235,8.600000000000001,2497,3.4
구로구,개봉2동,1,50,3720,272,11.5,225,102.8,348,36.7,280,3050.2999999999997,417,1293.9,244,54.7,127,139.6,546,187.7,494,203.2,824,53.6,98,-0.2,2915,-1.7,3176,18.8,3622,11.7,3715,1.7
구로구,개봉2동,1,60,2216,279,4.3,273,64.2,493,25.9,356,1711.1,595,762.3,344,37.4,162,99.1,881,78.5,871,87.2,961,30.8,156,-0.8,2044,-1.9,2171,28.0,2207,10.1,2210,3.4
구로구,개봉2동,2,20,2098,84,19.0,102,49.0,161,21.6,104,1134.1,185,671.1,122,30.3,32,82.80000000000001,67,152.5,39,213.2,143,49.3,16,0.2,475,-0.2,343,24.5,1905,6.1,2032,3.4
구로구,개봉2동,2,30,3134,178,16.2,223,49.1,269,20.4,317,1071.0,371,657.9,168,29.8,92,84.5,125,202.5,78,315.0,241,52.0,24,0.1,1159,-0.5,605,25.299999999999997,2716,6.5,2988,3.4
구로구,개봉2동,2,40,2473,150,9.9,224,48.6,263,18.1,297,942.0,327,563.5999999999999,201,28.200000000000003,56,85.3,125,166.5,72,283.4,299,41.4,26,-0.1,1257,-0.7,1019,19.7,2234,7.0,2403,3.4
구로구,개봉2동,2,50,4351,333,4.8,360,72.3,528,28.0,524,1378.0,727,867.4,361,41.3,122,105.1,589,147.9,469,218.10000000000002,1293,40.3,79,-0.5,3367,-1.7,3666,20.2,4279,11.6,4276,5.1
구로구,개봉2동,2,60,2365,350,2.3,494,41.2,823,18.4,687,866.0999999999999,973,522.0,606,25.2,268,86.6,1221,61.400000000000006,1120,88.3,1432,30.6,245,-1.1,2259,-2.0,2292,19.4,2354,4.0,2359,3.4
구로구,개봉3동,1,20,1415,83,31.5,124,49.3,193,21.299999999999997,146,1232.7,213,624.8,138,29.6,22,141.10000000000002,56,176.1,60,178.6,93,64.2,19,0.5,366,-0.2,319,27.099999999999998,1222,7.199999999999999,1387,3.4
구로구,개봉3동,1,30,1911,205,33.3,124,64.6,222,24.4,139,1767.6999999999998,247,770.0,133,36.1,68,143.10000000000002,179,246.4,145,279.20000000000005,204,70.69999999999999,59,0.30000000000000004,669,-0.4,512,30.8,1572,8.1,1881,3.4
구로구,개봉3동,1,40,1808,168,18.4,169,67.9,236,22.7,174,1982.5,258,756.5,163,36.2,80,129.39999999999998,212,214.3,174,256.6,292,55.400000000000006,58,0.0,897,-0.7,945,23.3,1637,8.3,1785,3.4
구로구,개봉3동,1,50,2316,238,12.2,170,100.0,247,36.4,201,2867.3,326,1242.5,196,53.7,83,145.1,361,162.9,334,197.89999999999998,492,52.4,64,-0.1,1793,-1.7,1982,21.9,2275,14.4,2308,5.1
구로구,개봉3동,1,60,1298,228,4.6,226,60.4,390,24.599999999999998,285,1675.8,426,731.3,305,35.7,142,102.3,563,78.0,560,94.1,618,37.0,132,-0.9,1219,-1.9,1262,26.5,1294,5.0,1297,1.7
구로구,개봉3동,2,20,1327,86,22.9,79,52.099999999999994,128,21.799999999999997,101,1170.0,154,631.2,82,31.0,17,92.0,32,161.0,21,240.4,78,52.7,11,0.30000000000000004,289,-0.2,191,27.3,1200,6.5,1263,3.4
구로구,개봉3동,2,30,1797,179,18.0,140,50.2,179,21.0,223,1124.8000000000002,201,652.5,137,30.2,57,90.5,103,207.2,66,317.9,163,54.0,24,0.1,605,-0.30000000000000004,390,28.4,1551,6.1,1723,3.4
구로구,개봉3동,2,40,1751,157,9.0,170,48.2,270,18.5,239,945.5,316,585.0,172,27.4,45,80.1,136,162.6,88,266.6,270,41.6,27,-0.1,912,-0.7,716,19.3,1592,6.4,1709,3.4
구로구,개봉3동,2,50,2735,288,5.9,279,71.0,434,27.700000000000003,400,1306.4,531,828.0,298,40.3,76,115.6,419,145.8,355,217.3,800,42.1,50,-0.30000000000000004,2211,-1.7,2291,20.6,2692,8.8,2711,5.1
구로구,개봉3동,2,60,1499,338,2.6,397,41.8,614,18.200000000000003,489,798.8,705,466.3,501,24.9,219,89.4,829,58.599999999999994,788,90.5,954,30.7,192,-1.2,1426,-1.9,1467,27.1,1496,5.0,1493,5.1
구로구,고척1동,1,20,1897,139,34.7,115,47.8,206,21.1,145,1207.5,266,678.9,135,28.2,19,147.0,70,188.3,47,191.8,108,63.6,14,0.6,412,-0.2,370,25.9,1707,9.3,1856,3.4
구로구,고척1동,1,30,1957,174,31.700000000000003,202,66.19999999999999,227,24.5,207,1789.1,250,844.6,182,36.8,93,135.8,250,260.79999999999995,183,274.4,263,66.8,64,0.30000000000000004,658,-0.30000000000000004,567,27.7,1617,8.0,1917,3.4
구로구,고척1동,1,40,1996,178,18.4,217,67.2,284,23.3,244,1935.9,308,789.1,211,36.099999999999994,116,130.2,294,221.1,222,262.6,377,56.900000000000006,91,0.1,963,-0.6,1043,21.700000000000003,1771,8.6,1973,3.4
구로구,고척1동,1,50,2885,238,11.9,206,99.7,311,36.2,261,2963.1,348,1253.4,212,53.599999999999994,94,135.6,421,187.1,390,211.7,593,55.7,82,-0.1,2207,-1.6,2447,21.3,2807,13.5,2870,5.1
구로구,고척1동,1,60,1446,249,4.4,263,57.9,423,25.1,362,1635.0,497,796.4,302,34.7,136,99.30000000000001,612,81.2,613,87.60000000000001,677,33.1,117,-0.9,1355,-1.9,1413,31.5,1441,1.7,1438,3.4
구로구,고척1동,2,20,1605,127,22.1,94,50.1,145,22.5,115,1147.9,193,687.4,95,31.0,34,85.9,71,157.0,43,237.9,82,51.0,23,0.2,381,-0.2,301,27.3,1482,5.800000000000001,1558,3.4
구로구,고척1동,2,30,1835,148,18.0,166,47.900000000000006,195,20.6,237,949.3,234,679.7,159,29.3,93,82.8,134,203.6,119,314.9,203,54.0,54,0.1,681,-0.5,485,25.4,1605,6.7,1761,3.4
구로구,고척1동,2,40,2027,173,10.899999999999999,166,47.8,191,18.5,280,929.1,269,590.5999999999999,129,28.0,52,84.0,110,180.2,79,290.9,245,41.400000000000006,22,-0.1,1086,-0.7,781,18.6,1805,7.6,1973,3.4
구로구,고척1동,2,50,3028,259,5.3,303,69.8,408,28.0,484,1284.5,528,893.4,277,40.7,102,107.80000000000001,362,158.0,284,220.4,818,40.9,70,-0.4,2357,-1.7,2508,21.6,2958,8.3,2999,5.1
구로구,고척1동,2,60,1796,399,3.2,449,41.0,732,18.0,665,802.5,850,510.20000000000005,542,25.0,294,89.1,969,67.8,930,98.9,1150,30.6,266,-1.2,1708,-2.0,1744,24.4,1787,6.7,1786,3.4
구로구,고척2동,1,20,2023,125,37.0,153,49.5,238,21.6,222,1238.6,331,622.3,168,29.200000000000003,32,142.3,121,184.2,92,187.7,174,62.7,23,0.6,526,-0.2,475,26.7,1792,6.9,1981,3.4
구로구,고척2동,1,30,2283,241,30.200000000000003,195,69.0,278,25.4,215,1868.6,287,835.1,198,37.8,105,145.5,273,254.2,218,282.7,238,67.6,51,0.30000000000000004,776,-0.30000000000000004,632,27.5,1902,8.4,2252,3.4
구로구,고척2동,1,40,2692,284,18.8,217,67.80000000000001,339,23.5,262,1968.2,402,780.0,253,36.3,147,127.4,352,207.4,308,257.9,446,54.1,115,0.1,1284,-0.7,1403,20.5,2419,9.0,2670,3.4
구로구,고척2동,1,50,3280,417,11.9,280,99.19999999999999,413,35.7,341,2910.8,468,1200.7,315,52.0,138,142.8,545,176.3,459,204.2,716,53.6,102,-0.1,2545,-1.6,2774,20.3,3200,9.5,3273,3.4
구로구,고척2동,1,60,1713,339,4.6000000000000005,323,57.7,543,24.299999999999997,465,1678.6,639,751.5,425,34.3,190,99.0,744,75.6,753,92.4,817,31.9,169,-0.8999999999999999,1623,-1.9,1670,23.900000000000002,1708,5.0,1711,1.7
구로구,고척2동,2,20,1907,132,20.7,134,52.5,197,23.0,179,1148.0,268,622.5,148,31.5,32,88.6,93,158.2,63,223.79999999999998,134,49.5,27,0.2,423,-0.2,381,25.799999999999997,1748,5.5,1837,3.4
구로구,고척2동,2,30,2238,223,17.6,198,50.8,244,21.6,268,1013.4,303,634.3,169,29.8,63,88.5,138,194.3,84,306.4,253,56.3,13,0.1,801,-0.4,515,26.2,2042,6.9,2159,3.4
구로구,고척2동,2,40,2551,272,9.399999999999999,245,47.7,261,18.700000000000003,378,819.3,378,546.3,207,27.1,81,82.1,200,158.1,142,265.3,383,40.4,48,-0.1,1298,-0.7,1110,18.7,2312,7.8,2494,3.4
구로구,고척2동,2,50,3373,466,7.0,297,69.8,524,28.1,536,1303.1,700,845.0,356,39.7,102,111.8,461,147.4,368,216.7,1003,42.5,86,-0.4,2621,-1.7,2809,23.2,3315,5.5,3321,5.1
구로구,고척2동,2,60,2057,517,2.3,542,41.3,875,18.8,781,844.4,1016,507.0,669,24.599999999999998,338,89.8,1183,66.0,1101,99.60000000000001,1242,26.700000000000003,311,-1.2,1966,-1.9,2006,33.8,2052,10.0,2053,3.4
구로구,구로1동,1,20,1469,226,32.400000000000006,102,48.5,181,21.6,157,1279.1,218,659.5,102,29.900000000000002,33,137.8,88,203.89999999999998,75,196.89999999999998,119,64.8,18,0.5,403,-0.30000000000000004,395,27.4,1289,6.1,1460,1.7
구로구,구로1동,1,30,2315,357,26.9,171,64.4,223,24.9,192,1726.9,262,921.4000000000001,162,36.7,89,128.5,209,265.0,177,282.0,230,67.0,70,0.30000000000000004,647,-0.30000000000000004,560,26.5,1963,8.6,2262,3.4
구로구,구로1동,1,40,1852,279,17.9,97,70.3,126,23.299999999999997,102,2031.4,140,808.7,82,37.900000000000006,71,128.0,186,234.5,147,271.3,235,57.6,48,0.1,799,-0.7,931,22.1,1623,8.2,1823,3.4
구로구,구로1동,1,50,2136,174,14.2,106,102.69999999999999,154,36.8,129,2997.7,200,1335.3,96,55.900000000000006,50,138.0,218,220.0,204,233.1,404,62.4,48,-0.1,1513,-1.5,1746,18.0,2054,11.5,2122,5.1
구로구,구로1동,1,60,794,115,4.0,81,61.400000000000006,155,26.8,130,1526.4,176,772.4,80,39.2,63,97.0,268,93.2,252,95.9,337,35.1,55,-0.8,724,-1.9,782,16.4,794,0.0,791,1.7
구로구,구로1동,2,20,1432,252,20.0,96,49.9,128,21.6,108,1123.3,157,648.3,79,30.6,22,78.0,53,153.3,39,226.29999999999998,106,49.0,6,0.2,267,-0.2,261,24.1,1341,6.9,1372,3.4
구로구,구로1동,2,30,2292,281,17.1,194,49.900000000000006,216,20.4,268,1027.5,254,683.6,153,30.3,50,80.2,135,211.7,94,316.4,164,53.0,20,0.1,600,-0.30000000000000004,474,25.200000000000003,2050,7.699999999999999,2222,3.4
구로구,구로1동,2,40,1822,267,9.6,148,46.4,155,18.2,228,859.3,215,589.7,95,28.1,40,78.1,106,180.8,60,285.1,206,40.2,20,-0.1,933,-0.7,736,19.4,1675,6.800000000000001,1781,3.4
구로구,구로1동,2,50,2298,192,5.2,179,73.4,247,27.5,268,1333.9,376,899.2,141,42.8,60,99.6,224,163.4,167,229.8,592,37.0,45,-0.5,1810,-1.7,1905,16.0,2256,7.1,2267,5.1
구로구,구로1동,2,60,913,171,2.6,179,42.9,300,18.7,258,844.4000000000001,379,565.3,181,27.0,110,84.8,457,67.3,397,101.4,556,30.5,105,-1.0,850,-1.9,886,29.6,910,5.0,911,1.7
구로구,구로2동,1,20,2554,363,32.0,246,48.1,350,21.9,352,1194.8,457,685.2,262,29.2,90,142.5,201,197.2,202,193.5,243,63.6,71,0.4,733,-0.30000000000000004,574,28.0,2208,6.8,2522,3.4
구로구,구로2동,1,30,3265,597,28.9,250,63.2,374,23.7,344,1743.6,465,838.4000000000001,232,35.599999999999994,74,135.89999999999998,271,244.9,220,270.9,298,68.2,54,0.4,1022,-0.4,799,28.4,2748,8.899999999999999,3202,3.4
